Reported_Date,Type,State,Age_Group,Gender,Cases,Monetary_Loss
2009-08-09,Phone or Utilities Fraud,PA,50-59,Male,328,20661.79
2009-08-10,Phone or Utilities Fraud,CA,40-49,Female,325,8094.51
2009-08-10,Employment Fraud,PA,60+,Female,350,
2009-08-12,Bank Fraud,NC,18-29,Male,340,19218.11
2009-08-12,Credit Card Fraud,NY,18-29,Male,310,1313.05
2009-08-12,Credit Card Fraud,NC,30-39,Female,325,2570.12
2009-08-13,Bank Fraud,CA,40-49,Male,352,3420.03
2009-08-14,Phone or Utilities Fraud,NC,40-49,Female,333,785.1
2009-08-14,Bank Fraud,PA,60+,Male,324,8331.13
2009-08-14,Loan or Lease Fraud,OH,30-39,Male,326,
2009-08-15,Credit Card Fraud,CA,18-29,Female,340,33936.04
2009-08-16,Bank Fraud,TX,50-59,Male,345,2211.77
2009-08-18,Credit Card Fraud,CA,18-29,Male,354,
2009-08-18,Employment Fraud,IL,50-59,Female,354,750.86
2009-08-19,Tax-Related Fraud,CA,30-39,Male,352,16066.42
2009-08-19,Bank Fraud,TX,30-39,Male,320,4104.85
2009-08-19,Credit Card Fraud,TX,30-39,Male,331,9923.01
2009-08-19,Phone or Utilities Fraud,CA,60+,Male,349,16955.71
2009-08-23,Loan or Lease Fraud,IL,18-29,Male,338,3652.4
2009-08-24,Credit Card Fraud,TX,30-39,Female,333,22462.92
2009-08-26,Phone or Utilities Fraud,NC,60+,Female,327,5022.3
2009-08-28,Employment Fraud,CA,50-59,Female,327,
2009-08-31,Phone or Utilities Fraud,GA,40-49,Male,344,3992.66
2009-09-01,Government Documents or Benefits Fraud,MI,30-39,Male,326,11939.92
2009-09-03,Credit Card Fraud,FL,18-29,Female,325,804.81
2009-09-04,Credit Card Fraud,CA,18-29,Female,325,5145.61
2009-09-05,Bank Fraud,TX,18-29,Male,325,
2009-09-05,Phone or Utilities Fraud,CA,60+,Male,305,1286.04
2009-09-06,Bank Fraud,CA,50-59,Female,328,
2009-09-07,Phone or Utilities Fraud,MI,18-29,Male,327,8487.67
2009-09-07,Bank Fraud,PA,50-59,Female,343,4160.32
2009-09-09,Bank Fraud,FL,18-29,Female,331,4060.35
2009-09-09,Credit Card Fraud,CA,40-49,Female,332,65417.09
2009-09-10,Credit Card Fraud,CA,40-49,Male,310,2223.02
2009-09-11,Bank Fraud,TX,18-29,Male,322,6526.75
2009-09-11,Bank Fraud,CA,50-59,Female,336,11694.18
2009-09-12,Bank Fraud,TX,18-29,Male,339,12590.37
2009-09-14,Bank Fraud,TX,18-29,Female,326,1627.43
2009-09-15,Loan or Lease Fraud,CA,50-59,Male,336,8996.78
2009-09-19,Loan or Lease Fraud,FL,60+,Female,325,17756.77
2009-09-19,Loan or Lease Fraud,IL,60+,Female,322,2483.03
2009-09-19,Government Documents or Benefits Fraud,CA,40-49,Male,311,385.65
2009-09-20,Loan or Lease Fraud,OH,40-49,Female,351,1871.78
2009-09-20,Government Documents or Benefits Fraud,CA,40-49,Female,333,906.85
2009-09-21,Credit Card Fraud,IL,18-29,Female,325,4829.95
2009-09-22,Credit Card Fraud,CA,18-29,Female,310,1234.39
2009-09-25,Phone or Utilities Fraud,CA,30-39,Female,314,358.98
2009-09-25,Tax-Related Fraud,OH,30-39,Male,333,2329.78
2009-09-25,Credit Card Fraud,PA,30-39,Female,314,8821.43
2009-09-26,Bank Fraud,CA,40-49,Female,328,21249.2
2009-09-26,Loan or Lease Fraud,OH,18-29,Male,322,8751.73
2009-09-27,Credit Card Fraud,IL,18-29,Male,338,1420.47
2009-09-28,Loan or Lease Fraud,NC,40-49,Female,327,3430.23
2009-09-29,Loan or Lease Fraud,TX,30-39,Female,330,1025.33
2009-09-29,Employment Fraud,MI,30-39,Male,337,2828.02
2009-10-01,Credit Card Fraud,TX,30-39,Male,330,2861.32
2009-10-04,Phone or Utilities Fraud,NC,18-29,Male,325,3960.49
2009-10-06,Phone or Utilities Fraud,CA,30-39,Female,361,5674.63
2009-10-07,Credit Card Fraud,CA,30-39,Male,344,4010.45
2009-10-07,Bank Fraud,CA,50-59,Male,345,4486.0
2009-10-07,Credit Card Fraud,IL,40-49,Male,320,154.64
2009-10-08,Employment Fraud,NY,30-39,Female,347,9900.37
2009-10-13,Credit Card Fraud,OH,30-39,Female,321,2997.81
2009-10-14,Employment Fraud,FL,18-29,Female,341,
2009-10-14,Employment Fraud,TX,50-59,Other,340,3442.67
2009-10-14,Employment Fraud,CA,60+,Female,329,4321.26
2009-10-15,Credit Card Fraud,CA,40-49,Female,348,903.95
2009-10-16,Credit Card Fraud,IL,40-49,Male,319,1119.28
2009-10-17,Phone or Utilities Fraud,GA,40-49,Male,338,828.78
2009-10-18,Credit Card Fraud,TX,50-59,Female,343,395.55
2009-10-21,Loan or Lease Fraud,PA,60+,Female,347,1923.06
2009-10-21,Loan or Lease Fraud,NC,18-29,Male,309,1492.6
2009-10-21,Loan or Lease Fraud,NY,30-39,Female,326,610.11
2009-10-22,Credit Card Fraud,CA,60+,Male,345,
2009-10-23,Government Documents or Benefits Fraud,IL,40-49,Male,334,11117.05
2009-10-26,Bank Fraud,MI,50-59,Male,324,907.47
2009-10-27,Loan or Lease Fraud,CA,18-29,Male,365,6101.01
2009-10-28,Credit Card Fraud,GA,50-59,Female,345,2951.78
2009-10-28,Credit Card Fraud,CA,40-49,Female,330,2716.49
2009-10-29,Government Documents or Benefits Fraud,TX,18-29,Male,331,1157.68
2009-11-01,Phone or Utilities Fraud,NY,60+,Male,345,1937.48
2009-11-01,Credit Card Fraud,TX,30-39,Female,328,3323.33
2009-11-04,Bank Fraud,FL,30-39,Male,320,2118.68
2009-11-04,Bank Fraud,CA,18-29,Female,341,8403.86
2009-11-04,Credit Card Fraud,TX,40-49,Male,336,7373.52
2009-11-05,Bank Fraud,FL,30-39,Female,334,13473.99
2009-11-06,Tax-Related Fraud,CA,30-39,Male,354,4303.19
2009-11-06,Phone or Utilities Fraud,FL,30-39,Male,341,3188.78
2009-11-06,Credit Card Fraud,CA,30-39,Male,349,482.35
2009-11-06,Government Documents or Benefits Fraud,NC,30-39,Male,337,802.73
2009-11-07,Credit Card Fraud,CA,50-59,Male,339,
2009-11-09,Credit Card Fraud,IL,30-39,Male,340,3192.93
2009-11-11,Credit Card Fraud,MI,40-49,Male,335,3091.78
2009-11-11,Tax-Related Fraud,TX,18-29,Male,333,7182.9
2009-11-12,Credit Card Fraud,FL,18-29,Male,337,12791.37
2009-11-12,Credit Card Fraud,TX,40-49,Female,327,1816.91
2009-11-13,Employment Fraud,TX,18-29,Female,313,643.02
2009-11-13,Bank Fraud,CA,30-39,Male,332,5362.55
2009-11-17,Credit Card Fraud,FL,40-49,Male,318,1189.71
2009-11-18,Bank Fraud,FL,40-49,Female,351,1158.8
2009-11-19,Bank Fraud,FL,40-49,Female,351,11780.8
2009-11-19,Loan or Lease Fraud,IL,30-39,Female,343,1357.48
2009-11-20,Bank Fraud,FL,30-39,Other,317,3234.58
2009-11-20,Credit Card Fraud,FL,50-59,Female,357,3936.69
2009-11-20,Credit Card Fraud,NY,30-39,Female,334,4604.66
2009-11-21,Phone or Utilities Fraud,CA,30-39,Female,347,21762.08
2009-11-22,Credit Card Fraud,CA,60+,Male,341,788.18
2009-11-23,Bank Fraud,CA,18-29,Female,328,4382.55
2009-11-23,Bank Fraud,MI,40-49,Male,347,1721.69
2009-11-24,Government Documents or Benefits Fraud,OH,30-39,Male,343,969.09
2009-11-24,Tax-Related Fraud,FL,18-29,Female,360,1759.96
2009-11-24,Loan or Lease Fraud,NC,40-49,Female,346,4546.57
2009-11-24,Credit Card Fraud,FL,18-29,Female,351,7086.52
2009-11-24,Credit Card Fraud,FL,40-49,Female,337,873.06
2009-11-24,Phone or Utilities Fraud,PA,30-39,Female,315,18297.36
2009-11-24,Loan or Lease Fraud,TX,18-29,Female,350,2922.3
2009-11-25,Tax-Related Fraud,MI,18-29,Male,356,5088.33
2009-11-27,Bank Fraud,FL,50-59,Female,312,1874.36
2009-11-29,Phone or Utilities Fraud,TX,40-49,Female,347,7111.49
2009-11-30,Credit Card Fraud,TX,30-39,Male,335,601.82
2009-11-30,Tax-Related Fraud,TX,30-39,Male,327,3921.86
2009-12-01,Bank Fraud,NC,50-59,Female,354,5225.86
2009-12-05,Credit Card Fraud,CA,50-59,Male,353,13755.17
2009-12-05,Credit Card Fraud,FL,18-29,Male,354,1861.51
2009-12-06,Phone or Utilities Fraud,CA,60+,Male,334,6795.42
2009-12-06,Credit Card Fraud,TX,30-39,Male,331,2111.46
2009-12-06,Tax-Related Fraud,OH,50-59,Male,343,5416.03
2009-12-07,Phone or Utilities Fraud,CA,60+,Female,349,4419.02
2009-12-07,Loan or Lease Fraud,NY,40-49,Female,334,1276.19
2009-12-10,Bank Fraud,MI,30-39,Male,336,1509.45
2009-12-11,Government Documents or Benefits Fraud,TX,50-59,Female,353,4409.21
2009-12-11,Loan or Lease Fraud,FL,50-59,Male,347,1836.62
2009-12-11,Credit Card Fraud,TX,30-39,Male,344,1855.89
2009-12-12,Phone or Utilities Fraud,MI,40-49,Female,354,4276.01
2009-12-12,Tax-Related Fraud,OH,30-39,Male,331,3325.13
2009-12-13,Loan or Lease Fraud,OH,50-59,Female,349,710.39
2009-12-14,Government Documents or Benefits Fraud,TX,50-59,Male,360,1604.56
2009-12-14,Employment Fraud,GA,40-49,Male,343,5361.36
2009-12-15,Government Documents or Benefits Fraud,PA,40-49,Female,351,6177.18
2009-12-16,Phone or Utilities Fraud,TX,18-29,Male,335,
2009-12-16,Loan or Lease Fraud,FL,40-49,Male,360,824.29
2009-12-17,Bank Fraud,MI,50-59,Male,345,1378.4
2009-12-18,Loan or Lease Fraud,FL,40-49,Male,339,4146.89
2009-12-18,Bank Fraud,MI,50-59,Male,338,4078.39
2009-12-19,Government Documents or Benefits Fraud,NY,60+,Male,351,1998.16
2009-12-19,Credit Card Fraud,FL,18-29,Female,342,12521.45
2009-12-19,Phone or Utilities Fraud,TX,30-39,Male,343,1478.91
2009-12-20,Employment Fraud,CA,40-49,Male,343,1301.14
2009-12-20,Loan or Lease Fraud,CA,18-29,Male,363,812.61
2009-12-21,Phone or Utilities Fraud,NC,40-49,Female,361,177.86
2009-12-21,Government Documents or Benefits Fraud,CA,40-49,Female,353,12642.2
2009-12-22,Credit Card Fraud,CA,30-39,Male,338,
2009-12-22,Employment Fraud,TX,30-39,Male,360,
2009-12-23,Bank Fraud,MI,40-49,Female,345,
2009-12-23,Tax-Related Fraud,NY,18-29,Male,329,818.3
2009-12-23,Bank Fraud,TX,40-49,Female,340,1840.51
2009-12-24,Credit Card Fraud,NY,30-39,Female,350,4856.52
2009-12-24,Bank Fraud,GA,40-49,Female,345,956.73
2009-12-25,Credit Card Fraud,PA,50-59,Female,358,1874.67
2009-12-26,Bank Fraud,MI,50-59,Male,343,655.77
2009-12-26,Phone or Utilities Fraud,FL,18-29,Female,363,1222.12
2009-12-26,Loan or Lease Fraud,NC,50-59,Male,369,1322.43
2009-12-26,Bank Fraud,NY,30-39,Female,347,1896.84
2009-12-29,Loan or Lease Fraud,OH,30-39,Male,347,1839.52
2009-12-30,Bank Fraud,OH,30-39,Female,346,8900.85
2009-12-30,Government Documents or Benefits Fraud,PA,30-39,Male,344,1023.86
2009-12-31,Loan or Lease Fraud,IL,18-29,Female,347,8956.21
2009-12-31,Bank Fraud,OH,40-49,Female,374,3294.79
2010-01-04,Bank Fraud,TX,50-59,Male,374,1119.35
2010-01-04,Tax-Related Fraud,NC,18-29,Male,404,780.11
2010-01-06,Bank Fraud,NY,30-39,Male,390,5289.51
2010-01-06,Credit Card Fraud,IL,18-29,Female,409,
2010-01-06,Government Documents or Benefits Fraud,FL,30-39,Male,392,2948.85
2010-01-07,Credit Card Fraud,MI,30-39,Male,398,3190.01
2010-01-09,Government Documents or Benefits Fraud,TX,60+,Female,404,12856.03
2010-01-11,Credit Card Fraud,NY,40-49,Female,395,3694.81
2010-01-11,Loan or Lease Fraud,CA,30-39,Female,406,1152.15
2010-01-13,Credit Card Fraud,CA,60+,Male,388,9411.14
2010-01-13,Credit Card Fraud,OH,18-29,Male,405,
2010-01-13,Bank Fraud,TX,30-39,Male,398,12783.42
2010-01-14,Credit Card Fraud,IL,60+,Female,379,1915.54
2010-01-14,Credit Card Fraud,FL,30-39,Female,389,873.25
2010-01-15,Phone or Utilities Fraud,CA,30-39,Female,398,21386.91
2010-01-16,Tax-Related Fraud,CA,18-29,Female,379,942.26
2010-01-17,Phone or Utilities Fraud,FL,30-39,Male,395,1366.31
2010-01-18,Loan or Lease Fraud,FL,50-59,Female,375,2241.85
2010-01-18,Employment Fraud,CA,40-49,Female,395,2248.07
2010-01-20,Credit Card Fraud,MI,30-39,Male,389,2186.02
2010-01-20,Credit Card Fraud,FL,60+,Female,400,8868.52
2010-01-21,Government Documents or Benefits Fraud,TX,40-49,Female,390,245.75
2010-01-22,Employment Fraud,CA,50-59,Female,389,1323.91
2010-01-23,Phone or Utilities Fraud,NC,50-59,Male,397,2177.33
2010-01-24,Phone or Utilities Fraud,CA,50-59,Female,399,3285.46
2010-01-25,Phone or Utilities Fraud,GA,50-59,Male,391,
2010-01-25,Bank Fraud,CA,50-59,Female,402,7111.62
2010-01-26,Credit Card Fraud,TX,60+,Male,384,2385.18
2010-01-26,Tax-Related Fraud,PA,18-29,Female,400,857.8
2010-01-26,Bank Fraud,PA,30-39,Male,397,5344.88
2010-01-26,Phone or Utilities Fraud,OH,30-39,Male,371,1358.21
2010-01-27,Credit Card Fraud,FL,50-59,Female,389,1058.35
2010-01-28,Credit Card Fraud,FL,40-49,Female,399,5622.51
2010-01-29,Credit Card Fraud,FL,50-59,Male,393,10459.31
2010-01-29,Bank Fraud,MI,30-39,Female,393,4482.02
2010-01-31,Bank Fraud,NY,60+,Female,387,
2010-02-01,Bank Fraud,FL,18-29,Male,399,1759.28
2010-02-01,Credit Card Fraud,PA,30-39,Male,397,14609.7
2010-02-01,Credit Card Fraud,FL,60+,Male,396,480.27
2010-02-01,Bank Fraud,OH,30-39,Male,389,5454.4
2010-02-01,Credit Card Fraud,NY,18-29,Female,398,1279.2
2010-02-02,Credit Card Fraud,FL,18-29,Male,389,3500.26
2010-02-02,Credit Card Fraud,PA,18-29,Female,399,1355.04
2010-02-02,Credit Card Fraud,PA,50-59,Male,394,6900.98
2010-02-02,Credit Card Fraud,NY,40-49,Male,385,2152.14
2010-02-03,Phone or Utilities Fraud,PA,40-49,Male,409,2987.05
2010-02-04,Phone or Utilities Fraud,CA,18-29,Male,402,3899.88
2010-02-05,Government Documents or Benefits Fraud,CA,18-29,Male,388,48764.41
2010-02-05,Employment Fraud,TX,40-49,Other,391,1614.22
2010-02-06,Phone or Utilities Fraud,CA,18-29,Male,398,4072.76
2010-02-07,Phone or Utilities Fraud,IL,50-59,Female,414,10797.32
2010-02-07,Tax-Related Fraud,IL,30-39,Female,403,1437.82
2010-02-07,Credit Card Fraud,MI,40-49,Female,411,466.16
2010-02-08,Credit Card Fraud,CA,18-29,Female,398,1539.15
2010-02-09,Credit Card Fraud,CA,30-39,Female,397,2248.35
2010-02-11,Phone or Utilities Fraud,NY,40-49,Female,383,1351.99
2010-02-12,Phone or Utilities Fraud,GA,30-39,Other,402,14250.55
2010-02-13,Government Documents or Benefits Fraud,CA,18-29,Female,405,8306.99
2010-02-15,Phone or Utilities Fraud,CA,30-39,Female,395,4521.36
2010-02-15,Loan or Lease Fraud,FL,30-39,Female,393,1932.89
2010-02-18,Loan or Lease Fraud,NY,18-29,Female,397,4719.79
2010-02-18,Bank Fraud,CA,40-49,Female,403,5496.61
2010-02-19,Phone or Utilities Fraud,NY,40-49,Male,408,22372.95
2010-02-20,Government Documents or Benefits Fraud,MI,30-39,Male,377,2018.62
2010-02-20,Credit Card Fraud,MI,30-39,Female,390,927.34
2010-02-21,Tax-Related Fraud,CA,50-59,Male,398,12180.93
2010-02-21,Phone or Utilities Fraud,FL,50-59,Male,406,741.4
2010-02-22,Government Documents or Benefits Fraud,TX,18-29,Female,398,827.23
2010-02-22,Tax-Related Fraud,TX,40-49,Female,400,1204.05
2010-02-23,Phone or Utilities Fraud,TX,60+,Male,406,285.76
2010-02-25,Bank Fraud,FL,60+,Female,406,4963.04
2010-02-25,Bank Fraud,FL,18-29,Female,383,852.64
2010-02-26,Credit Card Fraud,TX,40-49,Female,400,2672.64
2010-02-26,Employment Fraud,FL,50-59,Female,394,2044.59
2010-02-27,Phone or Utilities Fraud,PA,50-59,Female,400,2051.7
2010-02-28,Phone or Utilities Fraud,GA,50-59,Female,388,4591.3
2010-02-28,Bank Fraud,TX,50-59,Female,383,9465.79
2010-03-02,Credit Card Fraud,TX,50-59,Female,400,914.69
2010-03-02,Tax-Related Fraud,CA,50-59,Female,399,296.07
2010-03-04,Phone or Utilities Fraud,GA,18-29,Male,386,3831.65
2010-03-04,Credit Card Fraud,FL,30-39,Female,419,6361.11
2010-03-06,Loan or Lease Fraud,TX,60+,Male,402,2944.71
2010-03-06,Phone or Utilities Fraud,TX,60+,Male,388,2304.1
2010-03-06,Credit Card Fraud,FL,30-39,Female,391,515.3
2010-03-07,Government Documents or Benefits Fraud,CA,50-59,Female,379,
2010-03-07,Credit Card Fraud,CA,40-49,Male,394,2245.74
2010-03-08,Bank Fraud,FL,40-49,Male,425,2200.72
2010-03-10,Tax-Related Fraud,TX,60+,Male,412,4173.87
2010-03-11,Credit Card Fraud,NY,50-59,Male,394,966.87
2010-03-11,Bank Fraud,CA,30-39,Female,404,2495.56
2010-03-11,Government Documents or Benefits Fraud,CA,18-29,Male,417,5724.3
2010-03-12,Bank Fraud,NY,30-39,Male,419,1448.93
2010-03-12,Bank Fraud,PA,30-39,Female,398,2239.84
2010-03-13,Government Documents or Benefits Fraud,IL,18-29,Female,399,33306.03
2010-03-13,Loan or Lease Fraud,TX,50-59,Male,389,597.21
2010-03-13,Credit Card Fraud,FL,18-29,Female,394,12028.13
2010-03-14,Credit Card Fraud,FL,50-59,Male,425,2068.11
2010-03-14,Bank Fraud,GA,30-39,Male,404,827.35
2010-03-14,Bank Fraud,NY,40-49,Male,390,2865.18
2010-03-16,Bank Fraud,FL,50-59,Female,413,3486.75
2010-03-18,Employment Fraud,PA,30-39,Female,386,718.5
2010-03-18,Loan or Lease Fraud,FL,40-49,Female,394,1390.13
2010-03-19,Loan or Lease Fraud,CA,50-59,Male,401,1309.28
2010-03-19,Bank Fraud,IL,30-39,Male,408,2561.43
2010-03-19,Credit Card Fraud,PA,30-39,Male,400,2625.12
2010-03-20,Credit Card Fraud,FL,50-59,Male,397,1952.35
2010-03-21,Phone or Utilities Fraud,TX,40-49,Female,406,2075.57
2010-03-21,Bank Fraud,PA,50-59,Female,388,8208.61
2010-03-23,Government Documents or Benefits Fraud,PA,30-39,Male,406,
2010-03-24,Loan or Lease Fraud,TX,18-29,Male,387,1480.19
2010-03-25,Credit Card Fraud,OH,40-49,Female,394,2898.91
2010-03-26,Loan or Lease Fraud,TX,30-39,Female,390,2231.1
2010-03-27,Bank Fraud,FL,30-39,Female,412,443.46
2010-03-27,Bank Fraud,GA,50-59,Male,408,3442.55
2010-04-01,Government Documents or Benefits Fraud,FL,18-29,Male,398,2665.86
2010-04-01,Tax-Related Fraud,NY,50-59,Male,396,911.48
2010-04-01,Credit Card Fraud,CA,50-59,Female,385,
2010-04-02,Loan or Lease Fraud,CA,18-29,Female,388,7427.86
2010-04-03,Phone or Utilities Fraud,IL,50-59,Male,412,10825.25
2010-04-04,Loan or Lease Fraud,OH,50-59,Female,400,2473.6
2010-04-05,Credit Card Fraud,TX,50-59,Female,420,4165.64
2010-04-07,Phone or Utilities Fraud,TX,18-29,Female,396,9992.52
2010-04-08,Credit Card Fraud,IL,30-39,Male,377,297.41
2010-04-08,Credit Card Fraud,FL,60+,Male,401,179.97
2010-04-08,Tax-Related Fraud,NY,30-39,Female,376,6018.03
2010-04-09,Credit Card Fraud,CA,40-49,Male,392,11104.23
2010-04-10,Phone or Utilities Fraud,GA,50-59,Male,402,2851.26
2010-04-13,Employment Fraud,CA,60+,Male,414,2899.83
2010-04-13,Phone or Utilities Fraud,NY,40-49,Female,388,931.63
2010-04-14,Credit Card Fraud,CA,30-39,Male,407,7457.17
2010-04-18,Bank Fraud,NC,30-39,Female,389,6108.78
2010-04-22,Government Documents or Benefits Fraud,FL,40-49,Male,388,20239.35
2010-04-22,Phone or Utilities Fraud,CA,50-59,Male,398,2138.92
2010-04-23,Bank Fraud,NY,18-29,Male,422,5076.54
2010-04-24,Tax-Related Fraud,OH,50-59,Male,401,4486.08
2010-04-24,Loan or Lease Fraud,NY,50-59,Male,391,2362.24
2010-04-24,Credit Card Fraud,GA,40-49,Male,406,1027.16
2010-04-27,Phone or Utilities Fraud,NC,40-49,Male,398,2305.59
2010-04-28,Loan or Lease Fraud,OH,60+,Male,391,5612.61
2010-04-28,Employment Fraud,OH,30-39,Female,403,2725.59
2010-04-28,Credit Card Fraud,TX,40-49,Female,382,4255.27
2010-04-29,Bank Fraud,OH,18-29,Male,398,4416.88
2010-04-30,Loan or Lease Fraud,NY,30-39,Female,397,4721.41
2010-04-30,Phone or Utilities Fraud,NY,30-39,Male,385,630.25
2010-05-01,Bank Fraud,PA,50-59,Female,378,4666.09
2010-05-03,Credit Card Fraud,TX,60+,Female,404,1441.69
2010-05-03,Phone or Utilities Fraud,NY,60+,Female,405,3518.81
2010-05-04,Credit Card Fraud,NY,50-59,Male,392,1058.99
2010-05-05,Loan or Lease Fraud,FL,30-39,Male,409,2334.24
2010-05-05,Credit Card Fraud,FL,30-39,Male,393,4348.12
2010-05-06,Loan or Lease Fraud,IL,60+,Male,384,
2010-05-07,Loan or Lease Fraud,CA,30-39,Female,389,8085.76
2010-05-10,Government Documents or Benefits Fraud,CA,30-39,Female,387,1381.04
2010-05-11,Bank Fraud,FL,30-39,Male,401,1304.9
2010-05-11,Credit Card Fraud,IL,40-49,Male,409,1403.39
2010-05-13,Loan or Lease Fraud,PA,40-49,Female,390,10477.42
2010-05-13,Phone or Utilities Fraud,IL,30-39,Male,379,6263.87
2010-05-17,Credit Card Fraud,PA,40-49,Female,386,4780.31
2010-05-18,Credit Card Fraud,CA,50-59,Male,392,2883.21
2010-05-19,Credit Card Fraud,PA,40-49,Male,390,1609.79
2010-05-20,Government Documents or Benefits Fraud,NY,30-39,Female,378,1142.08
2010-05-21,Credit Card Fraud,NY,18-29,Male,362,1534.79
2010-05-22,Phone or Utilities Fraud,NC,40-49,Female,394,10105.27
2010-05-23,Credit Card Fraud,CA,40-49,Female,392,470.41
2010-05-24,Employment Fraud,FL,18-29,Female,375,754.65
2010-05-25,Credit Card Fraud,GA,18-29,Male,390,580.26
2010-05-26,Tax-Related Fraud,GA,18-29,Female,392,5715.96
2010-05-26,Tax-Related Fraud,CA,50-59,Female,385,
2010-05-27,Tax-Related Fraud,FL,50-59,Male,386,7493.59
2010-05-27,Loan or Lease Fraud,TX,40-49,Male,384,913.16
2010-05-28,Government Documents or Benefits Fraud,PA,30-39,Male,396,3659.3
2010-05-30,Phone or Utilities Fraud,CA,40-49,Female,392,2730.53
2010-05-31,Government Documents or Benefits Fraud,IL,50-59,Female,387,1920.21
2010-06-04,Credit Card Fraud,NY,18-29,Female,379,3598.34
2010-06-04,Bank Fraud,FL,50-59,Male,377,11522.29
2010-06-04,Bank Fraud,TX,18-29,Female,388,6939.32
2010-06-04,Credit Card Fraud,PA,30-39,Male,391,684.25
2010-06-05,Bank Fraud,CA,40-49,Male,373,2288.82
2010-06-05,Credit Card Fraud,NC,30-39,Male,390,4366.85
2010-06-05,Bank Fraud,IL,40-49,Female,380,3392.55
2010-06-06,Tax-Related Fraud,MI,40-49,Male,376,5242.74
2010-06-10,Employment Fraud,CA,50-59,Male,399,10470.86
2010-06-11,Bank Fraud,NY,30-39,Female,370,2628.75
2010-06-12,Loan or Lease Fraud,TX,30-39,Male,384,885.63
2010-06-12,Bank Fraud,TX,18-29,Male,381,2098.22
2010-06-13,Employment Fraud,TX,60+,Female,364,1390.24
2010-06-14,Bank Fraud,NC,18-29,Male,369,7634.52
2010-06-15,Credit Card Fraud,FL,18-29,Female,386,2573.5
2010-06-15,Bank Fraud,NC,30-39,Male,374,1338.95
2010-06-20,Bank Fraud,IL,40-49,Female,353,
2010-06-21,Bank Fraud,CA,30-39,Male,380,753.45
2010-06-21,Phone or Utilities Fraud,TX,30-39,Male,386,11296.9
2010-06-22,Government Documents or Benefits Fraud,TX,30-39,Female,389,963.35
2010-06-22,Credit Card Fraud,NY,18-29,Female,379,1847.22
2010-06-23,Loan or Lease Fraud,NY,40-49,Male,390,483.61
2010-06-23,Credit Card Fraud,TX,40-49,Female,378,1475.53
2010-06-26,Government Documents or Benefits Fraud,FL,50-59,Female,382,2132.9
2010-06-26,Bank Fraud,CA,40-49,Female,365,7589.53
2010-06-27,Bank Fraud,MI,40-49,Male,382,13223.05
2010-06-27,Government Documents or Benefits Fraud,CA,40-49,Female,398,1073.48
2010-06-27,Bank Fraud,FL,50-59,Female,382,6382.62
2010-06-27,Government Documents or Benefits Fraud,FL,30-39,Female,385,3209.06
2010-07-01,Credit Card Fraud,CA,30-39,Female,370,12510.81
2010-07-01,Bank Fraud,FL,30-39,Male,388,4300.47
2010-07-02,Credit Card Fraud,CA,18-29,Female,364,1685.24
2010-07-04,Government Documents or Benefits Fraud,FL,30-39,Female,367,1857.29
2010-07-04,Phone or Utilities Fraud,PA,40-49,Female,362,2895.86
2010-07-05,Bank Fraud,PA,18-29,Male,371,1588.08
2010-07-06,Employment Fraud,OH,40-49,Female,375,5839.63
2010-07-07,Government Documents or Benefits Fraud,NC,60+,Female,357,
2010-07-08,Phone or Utilities Fraud,CA,60+,Male,367,
2010-07-11,Bank Fraud,GA,30-39,Male,370,5367.12
2010-07-11,Credit Card Fraud,TX,40-49,Male,367,353.46
2010-07-12,Credit Card Fraud,TX,50-59,Male,364,3963.82
2010-07-12,Credit Card Fraud,OH,40-49,Female,375,3416.86
2010-07-12,Credit Card Fraud,FL,18-29,Female,371,6433.7
2010-07-13,Phone or Utilities Fraud,NC,50-59,Male,387,1719.27
2010-07-15,Bank Fraud,OH,18-29,Female,369,7811.26
2010-07-16,Credit Card Fraud,FL,18-29,Male,367,
2010-07-17,Bank Fraud,CA,40-49,Female,368,1228.62
2010-07-18,Credit Card Fraud,OH,18-29,Male,370,1937.37
2010-07-19,Employment Fraud,OH,40-49,Male,355,6760.86
2010-07-20,Credit Card Fraud,NY,18-29,Female,368,4475.76
2010-07-20,Loan or Lease Fraud,NC,30-39,Male,369,4818.17
2010-07-21,Phone or Utilities Fraud,FL,30-39,Male,346,
2010-07-21,Government Documents or Benefits Fraud,FL,18-29,Male,363,2540.47
2010-07-23,Credit Card Fraud,NC,18-29,Female,374,2326.68
2010-07-23,Employment Fraud,CA,30-39,Male,370,6654.01
2010-07-23,Bank Fraud,FL,40-49,Male,365,5626.93
2010-07-23,Employment Fraud,PA,30-39,Female,363,1514.27
2010-07-24,Credit Card Fraud,MI,18-29,Male,358,3144.47
2010-07-24,Bank Fraud,OH,18-29,Female,387,644.04
2010-07-25,Bank Fraud,TX,40-49,Female,377,14815.66
2010-07-26,Credit Card Fraud,CA,40-49,Female,366,2685.54
2010-07-26,Credit Card Fraud,GA,60+,Male,371,1766.96
2010-07-26,Loan or Lease Fraud,CA,40-49,Male,372,14801.84
2010-07-26,Bank Fraud,OH,60+,Female,366,12022.97
2010-07-27,Government Documents or Benefits Fraud,FL,18-29,Male,363,8723.3
2010-07-27,Bank Fraud,TX,30-39,Male,362,6811.16
2010-07-29,Bank Fraud,TX,40-49,Male,384,
2010-07-31,Government Documents or Benefits Fraud,FL,30-39,Female,363,2375.59
