Reported_Date,Type,State,Age_Group,Gender,Cases,Monetary_Loss
2010-10-27,Credit Card Fraud,GA,50-59,Male,372,5680.67
2010-10-27,Credit Card Fraud,MI,40-49,Male,354,3071.58
2010-10-27,Employment Fraud,NY,50-59,Male,368,422.12
2010-10-28,Credit Card Fraud,IL,30-39,Male,358,2967.69
2010-10-28,Phone or Utilities Fraud,IL,50-59,Female,368,2798.79
2010-10-28,Loan or Lease Fraud,OH,50-59,Female,369,9461.47
2010-10-28,Credit Card Fraud,OH,30-39,Female,352,363.69
2010-10-29,Government Documents or Benefits Fraud,CA,50-59,Male,368,
2010-10-29,Credit Card Fraud,OH,30-39,Male,359,3324.72
2010-10-31,Credit Card Fraud,CA,40-49,Female,353,4475.28
2010-10-31,Bank Fraud,TX,18-29,Male,373,4570.32
2010-10-31,Phone or Utilities Fraud,TX,60+,Male,379,2073.69
2010-11-01,Bank Fraud,GA,40-49,Male,374,2780.19
2010-11-01,Government Documents or Benefits Fraud,MI,50-59,Female,391,1289.1
2010-11-02,Bank Fraud,FL,40-49,Female,361,825.57
2010-11-05,Bank Fraud,PA,40-49,Male,376,1161.35
2010-11-06,Credit Card Fraud,CA,40-49,Male,378,10075.62
2010-11-06,Government Documents or Benefits Fraud,OH,30-39,Female,390,4033.84
2010-11-06,Credit Card Fraud,FL,40-49,Female,362,695.66
2010-11-06,Bank Fraud,CA,18-29,Female,373,1907.19
2010-11-08,Employment Fraud,OH,30-39,Male,354,4095.29
2010-11-09,Credit Card Fraud,TX,30-39,Male,369,4933.81
2010-11-09,Credit Card Fraud,IL,40-49,Male,375,6248.48
2010-11-10,Phone or Utilities Fraud,FL,50-59,Male,387,5382.5
2010-11-10,Bank Fraud,NC,50-59,Male,354,26483.01
2010-11-11,Phone or Utilities Fraud,FL,18-29,Female,376,4931.23
2010-11-12,Government Documents or Benefits Fraud,GA,50-59,Male,360,7441.31
2010-11-12,Credit Card Fraud,TX,40-49,Female,366,5603.64
2010-11-13,Phone or Utilities Fraud,MI,30-39,Male,367,
2010-11-15,Credit Card Fraud,PA,18-29,Female,367,1333.51
2010-11-16,Bank Fraud,NY,50-59,Male,359,3603.09
2010-11-17,Employment Fraud,CA,50-59,Male,361,14663.61
2010-11-17,Bank Fraud,CA,30-39,Female,359,3633.64
2010-11-17,Bank Fraud,NC,50-59,Female,384,2143.93
2010-11-18,Phone or Utilities Fraud,MI,60+,Male,381,1154.3
2010-11-19,Government Documents or Benefits Fraud,TX,50-59,Female,368,541.03
2010-11-20,Loan or Lease Fraud,GA,18-29,Male,373,5424.57
2010-11-22,Phone or Utilities Fraud,CA,50-59,Female,371,3322.9
2010-11-22,Phone or Utilities Fraud,GA,30-39,Male,370,
2010-11-23,Phone or Utilities Fraud,MI,50-59,Male,375,1423.13
2010-11-24,Phone or Utilities Fraud,OH,40-49,Female,336,12657.59
2010-11-24,Credit Card Fraud,MI,30-39,Male,374,
2010-11-25,Bank Fraud,IL,40-49,Female,357,
2010-11-26,Phone or Utilities Fraud,NY,50-59,Female,364,11395.75
2010-11-27,Phone or Utilities Fraud,MI,40-49,Male,377,617.65
2010-11-28,Tax-Related Fraud,GA,18-29,Female,375,342.19
2010-11-28,Credit Card Fraud,NC,50-59,Female,360,8129.67
2010-12-01,Loan or Lease Fraud,NY,40-49,Male,389,6109.35
2010-12-04,Loan or Lease Fraud,FL,18-29,Female,375,5223.54
2010-12-04,Phone or Utilities Fraud,FL,40-49,Male,394,12498.62
2010-12-04,Credit Card Fraud,GA,50-59,Female,370,5506.01
2010-12-04,Credit Card Fraud,TX,50-59,Male,381,4253.63
2010-12-05,Credit Card Fraud,IL,60+,Male,383,1325.13
2010-12-05,Credit Card Fraud,GA,30-39,Female,380,4069.42
2010-12-05,Loan or Lease Fraud,CA,18-29,Female,370,1877.71
2010-12-05,Government Documents or Benefits Fraud,NC,40-49,Male,385,4652.38
2010-12-06,Government Documents or Benefits Fraud,FL,30-39,Female,385,2750.51
2010-12-07,Phone or Utilities Fraud,CA,18-29,Female,384,6877.11
2010-12-07,Credit Card Fraud,CA,18-29,Male,377,3281.02
2010-12-08,Tax-Related Fraud,CA,60+,Male,366,1257.61
2010-12-09,Employment Fraud,CA,40-49,Male,382,6521.12
2010-12-09,Credit Card Fraud,NY,40-49,Male,379,2418.75
2010-12-10,Credit Card Fraud,CA,50-59,Female,384,1882.65
2010-12-10,Credit Card Fraud,MI,30-39,Female,387,3055.19
2010-12-11,Phone or Utilities Fraud,TX,18-29,Male,366,4470.6
2010-12-12,Credit Card Fraud,NY,40-49,Female,390,1752.93
2010-12-12,Credit Card Fraud,TX,40-49,Male,371,2636.78
2010-12-13,Credit Card Fraud,NY,30-39,Male,382,11978.16
2010-12-14,Employment Fraud,TX,30-39,Male,378,3744.77
2010-12-14,Credit Card Fraud,FL,30-39,Male,370,1045.93
2010-12-16,Employment Fraud,OH,40-49,Female,373,4821.62
2010-12-17,Credit Card Fraud,MI,40-49,Male,373,1468.71
2010-12-20,Phone or Utilities Fraud,CA,40-49,Male,387,2994.57
2010-12-20,Government Documents or Benefits Fraud,CA,50-59,Male,387,211.32
2010-12-21,Credit Card Fraud,PA,30-39,Male,386,5549.33
2010-12-21,Phone or Utilities Fraud,FL,60+,Female,389,8315.17
2010-12-22,Phone or Utilities Fraud,CA,40-49,Female,389,5481.93
2010-12-23,Bank Fraud,MI,30-39,Male,390,1223.85
2010-12-24,Credit Card Fraud,MI,30-39,Female,385,4111.83
2010-12-24,Credit Card Fraud,PA,40-49,Female,381,
2010-12-25,Credit Card Fraud,NY,18-29,Female,382,29001.05
2010-12-27,Loan or Lease Fraud,TX,40-49,Female,392,1821.4
2010-12-27,Bank Fraud,CA,40-49,Female,384,3845.13
2010-12-27,Phone or Utilities Fraud,NC,50-59,Female,379,1530.85
2010-12-29,Credit Card Fraud,TX,30-39,Female,372,5771.44
2010-12-30,Credit Card Fraud,OH,18-29,Female,383,2535.76
2010-12-31,Tax-Related Fraud,MI,40-49,Female,392,723.14
2010-12-31,Phone or Utilities Fraud,FL,50-59,Male,377,1287.32
2011-01-01,Credit Card Fraud,GA,40-49,Male,426,3135.58
2011-01-02,Bank Fraud,NY,30-39,Female,423,11762.37
2011-01-02,Bank Fraud,FL,30-39,Female,432,9550.6
2011-01-03,Government Documents or Benefits Fraud,NY,18-29,Female,412,3557.69
2011-01-03,Phone or Utilities Fraud,NC,18-29,Female,415,2506.17
2011-01-04,Credit Card Fraud,FL,40-49,Male,409,727.59
2011-01-05,Loan or Lease Fraud,CA,50-59,Female,410,21049.54
2011-01-05,Government Documents or Benefits Fraud,TX,40-49,Male,424,1542.26
2011-01-05,Employment Fraud,MI,40-49,Male,420,3324.03
2011-01-10,Loan or Lease Fraud,TX,40-49,Female,421,
2011-01-10,Phone or Utilities Fraud,NC,40-49,Male,421,8645.63
2011-01-10,Employment Fraud,IL,40-49,Male,416,1546.16
2011-01-12,Employment Fraud,OH,50-59,Female,414,4067.1
2011-01-15,Credit Card Fraud,TX,40-49,Female,438,3509.12
2011-01-15,Employment Fraud,TX,50-59,Female,429,856.07
2011-01-19,Bank Fraud,NY,40-49,Male,414,4098.87
2011-01-19,Government Documents or Benefits Fraud,FL,18-29,Female,427,1504.51
2011-01-22,Credit Card Fraud,CA,60+,Male,440,9794.16
2011-01-22,Phone or Utilities Fraud,CA,50-59,Male,435,3511.5
2011-01-24,Loan or Lease Fraud,CA,18-29,Female,430,979.87
2011-01-24,Tax-Related Fraud,CA,40-49,Female,410,5371.15
2011-01-25,Credit Card Fraud,FL,40-49,Other,422,333.41
2011-01-26,Employment Fraud,IL,60+,Female,431,
2011-01-26,Employment Fraud,CA,40-49,Female,424,1243.13
2011-01-28,Government Documents or Benefits Fraud,CA,40-49,Female,419,
2011-01-29,Credit Card Fraud,GA,40-49,Male,429,29819.75
2011-01-29,Bank Fraud,GA,18-29,Female,417,3619.94
2011-01-30,Credit Card Fraud,CA,18-29,Female,426,18376.68
2011-01-31,Loan or Lease Fraud,FL,30-39,Female,431,1276.47
2011-02-01,Bank Fraud,IL,30-39,Male,437,4851.67
2011-02-01,Government Documents or Benefits Fraud,MI,18-29,Female,426,6184.05
2011-02-03,Credit Card Fraud,CA,60+,Male,411,4811.16
2011-02-04,Bank Fraud,TX,18-29,Male,422,1492.78
2011-02-04,Phone or Utilities Fraud,TX,30-39,Female,426,9386.54
2011-02-05,Government Documents or Benefits Fraud,CA,18-29,Male,430,1366.45
2011-02-08,Bank Fraud,CA,18-29,Female,437,3667.56
2011-02-10,Bank Fraud,TX,18-29,Male,427,1611.07
2011-02-12,Phone or Utilities Fraud,FL,40-49,Male,416,4867.01
2011-02-12,Bank Fraud,CA,60+,Female,421,1491.82
2011-02-16,Credit Card Fraud,CA,18-29,Male,451,7474.25
2011-02-16,Government Documents or Benefits Fraud,CA,30-39,Male,421,5367.81
2011-02-18,Credit Card Fraud,NC,30-39,Male,443,2676.75
2011-02-20,Government Documents or Benefits Fraud,IL,60+,Female,420,1181.43
2011-02-23,Credit Card Fraud,FL,18-29,Male,430,769.96
2011-02-26,Credit Card Fraud,NY,18-29,Male,432,3744.6
2011-02-26,Bank Fraud,GA,18-29,Male,433,1915.52
2011-02-27,Credit Card Fraud,IL,30-39,Female,434,711.86
2011-02-27,Loan or Lease Fraud,MI,40-49,Male,428,13256.94
2011-02-27,Bank Fraud,NY,30-39,Male,430,3462.56
2011-02-28,Bank Fraud,CA,30-39,Female,433,5224.4
2011-03-01,Government Documents or Benefits Fraud,CA,50-59,Male,413,3549.37
2011-03-04,Credit Card Fraud,PA,40-49,Female,415,1100.77
2011-03-05,Government Documents or Benefits Fraud,NY,50-59,Female,432,
2011-03-05,Credit Card Fraud,CA,18-29,Female,424,3330.95
2011-03-06,Phone or Utilities Fraud,IL,60+,Female,436,
2011-03-06,Credit Card Fraud,CA,30-39,Male,443,4664.56
2011-03-09,Bank Fraud,TX,40-49,Male,426,2869.23
2011-03-09,Credit Card Fraud,PA,40-49,Male,422,17357.64
2011-03-10,Employment Fraud,NY,60+,Female,425,2500.09
2011-03-11,Credit Card Fraud,NY,18-29,Male,433,49220.26
2011-03-11,Loan or Lease Fraud,CA,40-49,Female,418,1309.56
2011-03-12,Bank Fraud,PA,50-59,Female,442,3980.75
2011-03-15,Employment Fraud,NC,50-59,Female,438,1385.46
2011-03-19,Bank Fraud,OH,50-59,Female,425,2208.43
2011-03-19,Phone or Utilities Fraud,FL,60+,Other,430,644.46
2011-03-19,Employment Fraud,MI,18-29,Female,418,2219.51
2011-03-19,Employment Fraud,FL,18-29,Female,435,5947.78
2011-03-20,Phone or Utilities Fraud,IL,40-49,Female,438,1530.57
2011-03-21,Bank Fraud,CA,40-49,Male,431,1808.24
2011-03-21,Loan or Lease Fraud,NY,30-39,Female,450,3938.38
2011-03-21,Credit Card Fraud,CA,18-29,Male,423,862.77
2011-03-23,Bank Fraud,CA,60+,Male,426,4698.65
2011-03-25,Credit Card Fraud,CA,40-49,Male,438,11192.32
2011-03-27,Bank Fraud,CA,50-59,Male,443,1105.1
2011-03-28,Employment Fraud,MI,18-29,Male,428,2730.22
2011-03-28,Phone or Utilities Fraud,CA,40-49,Female,442,4969.34
2011-03-29,Government Documents or Benefits Fraud,PA,18-29,Male,432,12470.62
2011-03-30,Credit Card Fraud,FL,40-49,Female,425,1147.67
2011-03-31,Credit Card Fraud,TX,60+,Male,441,9725.08
2011-04-02,Bank Fraud,TX,30-39,Male,433,2222.05
2011-04-02,Phone or Utilities Fraud,IL,50-59,Female,435,2167.31
2011-04-04,Government Documents or Benefits Fraud,TX,40-49,Male,416,8357.28
2011-04-04,Government Documents or Benefits Fraud,CA,60+,Male,412,457.44
2011-04-05,Credit Card Fraud,TX,40-49,Female,415,1074.93
2011-04-05,Credit Card Fraud,GA,30-39,Female,430,10423.19
2011-04-05,Employment Fraud,GA,50-59,Female,427,665.65
2011-04-08,Phone or Utilities Fraud,FL,30-39,Female,426,1268.99
2011-04-09,Credit Card Fraud,NY,18-29,Male,436,19354.67
2011-04-10,Loan or Lease Fraud,OH,40-49,Male,425,1155.29
2011-04-11,Phone or Utilities Fraud,OH,50-59,Female,430,38096.72
2011-04-12,Government Documents or Benefits Fraud,NC,30-39,Female,420,1735.24
2011-04-13,Credit Card Fraud,FL,40-49,Female,424,988.09
2011-04-14,Loan or Lease Fraud,PA,18-29,Female,422,2970.96
2011-04-15,Loan or Lease Fraud,OH,30-39,Male,427,
2011-04-17,Loan or Lease Fraud,CA,30-39,Female,419,5609.97
2011-04-17,Phone or Utilities Fraud,IL,30-39,Female,429,1467.6
2011-04-19,Employment Fraud,FL,40-49,Female,421,4699.25
2011-04-19,Credit Card Fraud,CA,30-39,Male,417,
2011-04-19,Credit Card Fraud,CA,40-49,Male,433,463.54
2011-04-20,Tax-Related Fraud,GA,30-39,Male,430,2206.99
2011-04-21,Credit Card Fraud,OH,40-49,Male,420,4186.87
2011-04-21,Employment Fraud,TX,40-49,Male,437,13585.21
2011-04-22,Credit Card Fraud,NC,50-59,Female,425,1664.24
2011-04-23,Bank Fraud,CA,50-59,Female,440,2797.71
2011-04-25,Credit Card Fraud,PA,60+,Female,433,2844.72
2011-04-25,Employment Fraud,FL,50-59,Female,418,2718.97
2011-04-25,Phone or Utilities Fraud,TX,50-59,Female,434,1468.13
2011-04-26,Employment Fraud,FL,40-49,Male,416,5381.35
2011-04-27,Phone or Utilities Fraud,NC,18-29,Male,427,4664.02
2011-04-28,Credit Card Fraud,OH,18-29,Male,419,515.15
2011-04-28,Bank Fraud,FL,40-49,Male,428,2061.62
2011-04-28,Phone or Utilities Fraud,TX,40-49,Female,435,1866.14
2011-04-29,Tax-Related Fraud,PA,30-39,Male,427,37507.0
2011-04-29,Bank Fraud,TX,50-59,Female,448,1883.72
2011-04-30,Government Documents or Benefits Fraud,GA,18-29,Female,451,6746.04
2011-04-30,Credit Card Fraud,NC,60+,Male,427,756.07
2011-05-04,Government Documents or Benefits Fraud,TX,40-49,Female,415,367.1
2011-05-05,Government Documents or Benefits Fraud,CA,50-59,Female,424,16209.46
2011-05-06,Bank Fraud,CA,50-59,Female,410,8694.57
2011-05-09,Bank Fraud,NC,40-49,Female,431,1479.61
2011-05-10,Government Documents or Benefits Fraud,NY,40-49,Male,418,
2011-05-12,Employment Fraud,CA,50-59,Male,411,5645.75
2011-05-13,Credit Card Fraud,CA,40-49,Male,430,4689.71
2011-05-14,Government Documents or Benefits Fraud,CA,60+,Female,441,817.88
2011-05-14,Government Documents or Benefits Fraud,NY,40-49,Female,437,2193.81
2011-05-17,Bank Fraud,MI,18-29,Female,418,2761.13
2011-05-17,Phone or Utilities Fraud,FL,60+,Female,427,11433.2
2011-05-21,Employment Fraud,IL,40-49,Male,419,827.76
2011-05-22,Bank Fraud,IL,40-49,Female,433,700.0
2011-05-23,Bank Fraud,NY,30-39,Female,443,2270.25
2011-05-28,Government Documents or Benefits Fraud,CA,18-29,Female,430,4359.17
2011-05-28,Credit Card Fraud,MI,30-39,Female,405,2129.16
2011-05-29,Bank Fraud,CA,50-59,Female,415,1067.7
2011-05-29,Loan or Lease Fraud,NC,60+,Female,411,1270.31
2011-05-30,Credit Card Fraud,TX,60+,Male,420,3369.53
2011-05-30,Credit Card Fraud,CA,40-49,Male,408,10807.93
2011-05-30,Employment Fraud,TX,18-29,Male,439,5897.11
2011-05-31,Bank Fraud,PA,40-49,Female,420,
2011-06-01,Government Documents or Benefits Fraud,CA,18-29,Male,398,
2011-06-02,Credit Card Fraud,PA,18-29,Female,411,1225.69
2011-06-02,Credit Card Fraud,TX,40-49,Female,419,
2011-06-04,Phone or Utilities Fraud,IL,60+,Female,408,3112.88
2011-06-08,Loan or Lease Fraud,MI,30-39,Female,418,968.15
2011-06-11,Bank Fraud,PA,40-49,Female,422,2112.37
2011-06-11,Bank Fraud,NY,30-39,Female,399,1713.46
2011-06-13,Government Documents or Benefits Fraud,IL,30-39,Female,408,2982.99
2011-06-13,Credit Card Fraud,CA,30-39,Female,401,1105.99
2011-06-13,Credit Card Fraud,FL,40-49,Male,407,6479.34
2011-06-13,Employment Fraud,NC,30-39,Female,415,625.9
2011-06-15,Phone or Utilities Fraud,CA,40-49,Male,405,1654.15
2011-06-16,Phone or Utilities Fraud,GA,50-59,Female,422,579.38
2011-06-17,Credit Card Fraud,GA,18-29,Male,412,3888.15
2011-06-17,Loan or Lease Fraud,OH,30-39,Male,410,2380.2
2011-06-18,Employment Fraud,MI,40-49,Male,427,812.31
2011-06-18,Credit Card Fraud,TX,30-39,Male,396,
2011-06-20,Loan or Lease Fraud,PA,40-49,Female,402,440.94
2011-06-21,Government Documents or Benefits Fraud,CA,18-29,Male,410,3979.87
2011-06-21,Bank Fraud,PA,40-49,Male,417,2593.81
2011-06-22,Bank Fraud,GA,40-49,Male,420,2787.88
2011-06-23,Phone or Utilities Fraud,CA,18-29,Male,419,1842.69
2011-06-24,Bank Fraud,NY,40-49,Female,408,1418.47
2011-06-25,Bank Fraud,NC,60+,Female,418,
2011-06-25,Loan or Lease Fraud,CA,30-39,Female,406,528.18
2011-06-26,Bank Fraud,TX,50-59,Female,425,5997.46
2011-06-27,Bank Fraud,FL,18-29,Female,410,4442.36
2011-06-28,Credit Card Fraud,CA,40-49,Female,401,1169.33
2011-06-28,Tax-Related Fraud,CA,60+,Male,407,2180.01
2011-06-29,Employment Fraud,GA,30-39,Female,402,2749.24
2011-06-29,Employment Fraud,FL,30-39,Male,418,4451.48
2011-06-29,Loan or Lease Fraud,PA,30-39,Female,431,273.83
2011-07-01,Employment Fraud,NC,30-39,Female,409,3958.7
2011-07-01,Phone or Utilities Fraud,TX,40-49,Female,403,8185.3
2011-07-01,Phone or Utilities Fraud,CA,30-39,Female,402,
2011-07-02,Government Documents or Benefits Fraud,CA,50-59,Female,391,403.29
2011-07-05,Credit Card Fraud,TX,60+,Female,396,
2011-07-05,Credit Card Fraud,IL,30-39,Female,394,3333.96
2011-07-06,Tax-Related Fraud,IL,40-49,Female,393,9312.64
2011-07-07,Employment Fraud,NY,40-49,Male,393,1270.7
2011-07-08,Credit Card Fraud,FL,40-49,Male,396,
2011-07-09,Government Documents or Benefits Fraud,TX,50-59,Female,390,2176.12
2011-07-09,Tax-Related Fraud,NC,30-39,Male,424,7887.39
2011-07-11,Loan or Lease Fraud,CA,50-59,Male,389,2760.34
2011-07-12,Employment Fraud,TX,18-29,Male,410,5925.0
2011-07-13,Government Documents or Benefits Fraud,IL,40-49,Female,390,913.44
2011-07-13,Tax-Related Fraud,GA,50-59,Female,403,2191.35
2011-07-13,Credit Card Fraud,CA,18-29,Female,387,3818.53
2011-07-16,Bank Fraud,FL,30-39,Male,410,1749.68
2011-07-17,Bank Fraud,FL,18-29,Male,396,1855.39
2011-07-17,Phone or Utilities Fraud,NY,18-29,Male,391,2307.2
2011-07-17,Credit Card Fraud,IL,30-39,Female,410,1518.33
2011-07-18,Phone or Utilities Fraud,PA,40-49,Male,398,3309.71
2011-07-19,Government Documents or Benefits Fraud,TX,30-39,Male,399,1398.94
2011-07-19,Employment Fraud,CA,60+,Male,394,7709.27
2011-07-21,Bank Fraud,OH,50-59,Female,399,1013.18
2011-07-22,Credit Card Fraud,TX,50-59,Male,395,1532.22
2011-07-23,Tax-Related Fraud,GA,18-29,Female,415,1816.15
2011-07-24,Phone or Utilities Fraud,OH,30-39,Female,410,8624.05
2011-07-26,Phone or Utilities Fraud,GA,50-59,Female,399,
2011-07-26,Phone or Utilities Fraud,CA,40-49,Male,390,1680.82
2011-07-27,Employment Fraud,FL,50-59,Female,392,7687.65
2011-07-27,Bank Fraud,FL,40-49,Female,397,
2011-07-27,Tax-Related Fraud,TX,50-59,Male,388,3201.29
2011-07-28,Loan or Lease Fraud,PA,50-59,Male,375,2564.35
2011-07-29,Phone or Utilities Fraud,PA,40-49,Male,387,3420.46
2011-07-30,Bank Fraud,TX,40-49,Female,382,10483.63
2011-07-30,Phone or Utilities Fraud,FL,30-39,Male,397,878.77
2011-07-31,Employment Fraud,NY,60+,Female,411,638.02
2011-08-02,Bank Fraud,IL,60+,Male,394,2502.42
2011-08-02,Credit Card Fraud,CA,40-49,Female,386,4046.02
2011-08-09,Credit Card Fraud,IL,40-49,Female,405,8609.06
2011-08-11,Bank Fraud,CA,18-29,Male,397,1644.76
2011-08-12,Loan or Lease Fraud,OH,40-49,Male,383,1870.08
2011-08-12,Employment Fraud,TX,30-39,Male,380,6563.43
2011-08-12,Loan or Lease Fraud,NY,30-39,Other,401,4841.83
2011-08-13,Credit Card Fraud,GA,60+,Female,400,1777.19
2011-08-13,Credit Card Fraud,FL,40-49,Male,374,3432.44
2011-08-14,Credit Card Fraud,FL,40-49,Female,381,6446.03
2011-08-16,Bank Fraud,CA,50-59,Male,397,1022.06
2011-08-16,Employment Fraud,NC,60+,Male,380,3293.37
2011-08-17,Employment Fraud,NY,18-29,Female,393,1361.15
2011-08-17,Credit Card Fraud,CA,30-39,Male,393,2455.46
2011-08-18,Credit Card Fraud,TX,18-29,Male,376,2362.29
2011-08-19,Loan or Lease Fraud,NC,40-49,Male,385,6224.22
2011-08-20,Credit Card Fraud,OH,30-39,Female,401,2027.05
2011-08-20,Government Documents or Benefits Fraud,NY,50-59,Female,413,15080.92
2011-08-21,Credit Card Fraud,IL,40-49,Female,393,377.27
2011-08-22,Credit Card Fraud,MI,50-59,Male,378,
2011-08-22,Loan or Lease Fraud,NY,30-39,Male,393,2487.88
2011-08-24,Government Documents or Benefits Fraud,TX,40-49,Male,401,6435.68
2011-08-26,Government Documents or Benefits Fraud,FL,50-59,Female,385,7362.65
2011-08-26,Employment Fraud,MI,18-29,Female,378,
2011-08-27,Bank Fraud,MI,50-59,Male,400,7488.06
2011-08-28,Loan or Lease Fraud,FL,40-49,Male,393,1941.37
2011-08-29,Phone or Utilities Fraud,OH,60+,Male,384,1164.71
2011-08-29,Loan or Lease Fraud,GA,40-49,Male,406,474.34
2011-08-29,Phone or Utilities Fraud,CA,40-49,Female,399,3006.97
2011-08-30,Government Documents or Benefits Fraud,CA,40-49,Male,403,943.19
2011-08-30,Employment Fraud,CA,18-29,Female,401,567.42
2011-09-01,Employment Fraud,PA,60+,Male,381,1171.96
2011-09-01,Government Documents or Benefits Fraud,NC,30-39,Male,389,9664.21
2011-09-01,Credit Card Fraud,CA,40-49,Male,385,1396.27
2011-09-02,Credit Card Fraud,NY,60+,Female,396,795.95
2011-09-03,Bank Fraud,NC,50-59,Male,375,2236.69
2011-09-03,Loan or Lease Fraud,CA,50-59,Male,381,2774.61
2011-09-03,Bank Fraud,TX,30-39,Male,402,4401.52
2011-09-04,Employment Fraud,MI,40-49,Female,384,3057.27
2011-09-04,Employment Fraud,NC,50-59,Female,377,5593.36
2011-09-05,Government Documents or Benefits Fraud,FL,40-49,Female,393,3059.1
2011-09-05,Credit Card Fraud,CA,50-59,Male,372,564.25
2011-09-06,Credit Card Fraud,CA,40-49,Female,385,3359.29
2011-09-07,Phone or Utilities Fraud,IL,18-29,Female,390,3750.4
2011-09-08,Phone or Utilities Fraud,NY,60+,Female,397,1571.45
2011-09-08,Credit Card Fraud,IL,30-39,Female,400,8305.54
2011-09-09,Phone or Utilities Fraud,MI,40-49,Female,397,9237.52
2011-09-09,Credit Card Fraud,NY,18-29,Female,385,1894.15
2011-09-10,Loan or Lease Fraud,IL,30-39,Female,405,4917.64
2011-09-10,Phone or Utilities Fraud,CA,30-39,Female,384,1361.75
2011-09-11,Bank Fraud,GA,18-29,Female,391,4185.66
2011-09-14,Government Documents or Benefits Fraud,CA,40-49,Female,378,12699.61
2011-09-14,Credit Card Fraud,OH,30-39,Male,402,
2011-09-16,Tax-Related Fraud,CA,50-59,Male,402,2635.72
2011-09-17,Loan or Lease Fraud,CA,18-29,Male,377,
2011-09-19,Bank Fraud,OH,40-49,Female,400,7597.69
2011-09-20,Bank Fraud,CA,40-49,Male,378,1060.82
2011-09-21,Credit Card Fraud,NY,18-29,Female,392,5837.66
2011-09-22,Government Documents or Benefits Fraud,PA,30-39,Female,401,3115.34
2011-09-22,Phone or Utilities Fraud,CA,50-59,Female,383,2311.93
2011-09-22,Credit Card Fraud,CA,30-39,Male,378,4074.39
2011-09-23,Bank Fraud,CA,30-39,Female,396,8207.37
2011-09-23,Bank Fraud,FL,40-49,Female,370,1274.06
2011-09-24,Tax-Related Fraud,CA,30-39,Male,393,633.18
2011-09-26,Credit Card Fraud,NC,50-59,Male,388,7715.66
2011-09-27,Phone or Utilities Fraud,NC,40-49,Female,385,6390.06
2011-09-28,Phone or Utilities Fraud,CA,30-39,Female,370,15495.73
2011-09-30,Bank Fraud,CA,40-49,Female,386,1478.16
2011-09-30,Bank Fraud,CA,40-49,Male,379,7352.94
2011-10-01,Bank Fraud,CA,30-39,Female,369,
2011-10-01,Phone or Utilities Fraud,CA,40-49,Female,387,6286.63
2011-10-02,Phone or Utilities Fraud,FL,30-39,Female,394,1374.28
2011-10-02,Employment Fraud,CA,40-49,Female,390,3335.25
2011-10-03,Bank Fraud,FL,18-29,Male,398,4372.62
2011-10-04,Credit Card Fraud,CA,40-49,Other,405,6230.36
2011-10-05,Credit Card Fraud,MI,50-59,Female,395,1426.15
2011-10-06,Loan or Lease Fraud,MI,30-39,Male,414,1621.36
2011-10-07,Government Documents or Benefits Fraud,IL,30-39,Male,382,5893.85
2011-10-07,Bank Fraud,TX,40-49,Male,374,1347.08
2011-10-08,Loan or Lease Fraud,FL,18-29,Female,425,1305.92
2011-10-08,Phone or Utilities Fraud,FL,30-39,Female,405,4033.83
2011-10-10,Credit Card Fraud,NC,40-49,Female,389,1544.17
2011-10-10,Employment Fraud,TX,40-49,Female,379,
2011-10-11,Phone or Utilities Fraud,TX,30-39,Female,400,4817.52
2011-10-12,Phone or Utilities Fraud,NY,40-49,Male,389,8643.14
2011-10-12,Tax-Related Fraud,NY,40-49,Male,380,938.76
2011-10-13,Tax-Related Fraud,MI,50-59,Female,382,1020.82
2011-10-13,Bank Fraud,PA,40-49,Male,404,10459.53
2011-10-14,Bank Fraud,TX,40-49,Male,384,2210.82
2011-10-15,Phone or Utilities Fraud,FL,40-49,Male,406,2483.23
2011-10-15,Credit Card Fraud,IL,18-29,Male,390,1187.9
2011-10-15,Loan or Lease Fraud,CA,40-49,Male,395,11247.18
2011-10-16,Bank Fraud,GA,60+,Female,400,8229.75
2011-10-17,Credit Card Fraud,CA,50-59,Male,414,3844.77
2011-10-18,Phone or Utilities Fraud,NY,50-59,Male,399,3625.95
2011-10-19,Credit Card Fraud,NC,50-59,Female,405,2297.32
2011-10-20,Tax-Related Fraud,NY,30-39,Male,383,4672.54
2011-10-20,Bank Fraud,PA,50-59,Male,419,3692.52
2011-10-21,Credit Card Fraud,PA,30-39,Female,397,3644.69
2011-10-21,Credit Card Fraud,NC,50-59,Male,392,6507.7
2011-10-22,Phone or Utilities Fraud,TX,40-49,Female,392,3742.84
2011-10-23,Phone or Utilities Fraud,FL,40-49,Female,387,11559.19
2011-10-23,Credit Card Fraud,MI,30-39,Male,400,5157.36
2011-10-24,Government Documents or Benefits Fraud,TX,18-29,Male,394,6713.69
2011-10-25,Credit Card Fraud,TX,50-59,Male,412,8916.51
2011-10-25,Bank Fraud,NC,30-39,Female,398,1550.23
2011-10-25,Credit Card Fraud,NC,40-49,Female,394,965.73
2011-10-28,Employment Fraud,OH,18-29,Female,394,919.18
2011-10-28,Bank Fraud,CA,40-49,Male,384,
2011-10-29,Government Documents or Benefits Fraud,OH,30-39,Male,395,1349.54
2011-10-30,Employment Fraud,CA,30-39,Male,390,21834.45
2011-10-31,Phone or Utilities Fraud,MI,30-39,Male,397,5830.07
2011-11-02,Tax-Related Fraud,GA,40-49,Male,405,29161.62
